date,Theresa May twitter pro,Theresa May user pro,Theresa May twitter con,Theresa May user con,Jeremy Corbyn twitter pro,Jeremy Corbyn user pro,Jeremy Corbyn twitter con,Jeremy Corbyn user con,Nicola Sturgeon twitter pro,Nicola Sturgeon user pro,Nicola Sturgeon twitter con,Nicola Sturgeon user con,Tim Farron twitter pro,Tim Farron user pro,Tim Farron twitter con,Tim Farron user con,Arlene Foster twitter pro,Arlene Foster user pro,Arlene Foster twitter con,Arlene Foster user con,Gerry Adams twitter pro,Gerry Adams user pro,Gerry Adams twitter con,Gerry Adams user con,Leanne Wood twitter pro,Leanne Wood user pro,Leanne Wood twitter con,Leanne Wood user con,Jonathan Bartley Caroline Lucas twitter pro,Jonathan Bartley Caroline Lucas user pro,Jonathan Bartley Caroline Lucas twitter con,Jonathan Bartley Caroline Lucas user con,John Bercow twitter pro,John Bercow user pro,John Bercow twitter con,John Bercow user con,Sylvia Hermon twitter pro,Sylvia Hermon user pro,Sylvia Hermon twitter con,Sylvia Hermon user con,Theresa May polling,Jeremy Corbyn polling,Nicola Sturgeon polling,Tim Farron polling,Arlene Foster polling,Gerry Adams polling,Leanne Wood polling,Jonathan Bartley Caroline Lucas polling,John Bercow polling,Sylvia Hermon polling
9/1/16,11,11,13,13,24,24,15,15,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.29,0.07,0.07,0,0,0,0.03,0,0
9/2/16,42,41,91,86.5,71,70,75,72.5,29,29,40,39,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.29,0.07,0.07,0,0,0,0.03,0,0
9/3/16,206,190.7,328,305.2833333,407,361.1,177,162.9166667,38,36.5,55,51.25,4,3.25,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.4,0.29,0.07,0.07,0,0,0,0.03,0,0
9/4/16,25,24,53,52,16,16,2,2,1,1,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.29,0.07,0.07,0,0,0,0.03,0,0
9/5/16,33.5,33.5,18,16.5,15,15,8,7,1.5,1,5,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.29,0.07,0.07,0,0,0,0.03,0,0
9/6/16,229,217,386,344.1666667,398.5,363.4309524,290.5,259.3309524,72,66.45238095,67,62.33333333,5,2.285714286,2,2,0,0,0,0,2,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.29,0.07,0.07,0,0,0,0.03,0,0
9/7/16,260,242.5,405.5,353.1666667,238,212.5,219,192.5833333,31,31,41,37.75,4,3,8,8,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2.5,1.5,0,0,0,0,0.4,0.29,0.07,0.07,0,0,0,0.03,0,0
9/8/16,473.5,445.2,441,398.3666667,473,410.7166667,330.5,297.2166667,50,47.33333333,53.5,48.91666667,5,5,4.5,4.25,0,0,0,0,2,2,3,3,1,1,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0.4,0.29,0.07,0.07,0,0,0,0.03,0,0
9/9/16,348,324.6666667,336.5,320,146.5,142,110,104,19,18.33333333,9,9,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0.27,0.05,0.08,0.005,0.005,0,0.04,0.005,0.005
9/10/16,226.5,214,294,274.6666667,144.5,126.8333333,106,100.5833333,25,24.33333333,5,4.75,4,4,3,3,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,12,9.166666667,6,3.666666667,0,0,0,0,0.4,0.34,0.04,0.06,0.0025,0.0025,0,0.05,0.0025,0.0025
9/11/16,163,154.4166667,327.5,295.6666667,266.5,236.8333333,238.5,222.25,9,9,13,12.33333333,3.5,3.5,0,0,1,1,2,2,8,8,1,1,0,0,0,0,0,0,0,0,13,10.5,36,32.5,0,0,0,0,0.4,0.34,0.04,0.06,0.0025,0.0025,0,0.05,0.0025,0.0025
9/12/16,234.5,217.0857143,266,253.1285714,273.5,240.75,392,349.0357143,20,19.5,16,16,3,3,9,8,0,0,3,3,2,2,1,1,3,3,1,1,0,0,0,0,8,7.5,4,4,0,0,0,0,0.4,0.34,0.04,0.06,0.0025,0.0025,0,0.05,0.0025,0.0025
9/13/16,258,251.1666667,228.5,217.3333333,207,178.9,272,245.6,15,14.5,23.5,23.5,2,2,2,2,0,0,0,0,0,0,3,3,0,0,1,1,0,0,0,0,5,5,2,2,0,0,0,0,0.38,0.31,0.06,0.07,0,0,0,0.04,0,0
9/14/16,582,536.0038462,591,522.3570513,566.5,482.7666667,336.5,292.1416667,17,15.07692308,77,65.65384615,9,8.5,3,3,1,1,2,2,2,2,0,0,0,0,1,1,0,0,0,0,11,10.5,2,2,0,0,0,0,0.38,0.31,0.06,0.07,0,0,0,0.04,0,0
9/15/16,401,368.5166667,280.5,259,321,290.2833333,317.5,280.0833333,118,108.9166667,64,51.2,22,19.66666667,2,2,1,1,0,0,7,7,6,6,2,2,0,0,0,0,0,0,5,5,2,1.333333333,0,0,0,0,0.38,0.31,0.06,0.07,0,0,0,0.04,0,0
9/16/16,196,186.5,230,214.8333333,259,236.5,200.5,177.6666667,53,53,31,19.92307692,32,29.07692308,3.5,3.5,0,0,0,0,4,4,3,3,0,0,0,0,0,0,0,0,2,1.5,4,3.5,0,0,0,0,0.38,0.31,0.06,0.07,0,0,0,0.04,0,0
9/17/16,146,137.5,207.5,194.1666667,309,274.5,275,248.5,45,43.16666667,68.5,59.66666667,48,40.91666667,47,44.58333333,1,1,0,0,3,3,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.38,0.31,0.06,0.07,0,0,0,0.04,0,0
9/18/16,120.5,101.5166667,313,280.5833333,424,370.6166667,392.5,339.9333333,52.5,48.95,45.5,40.61666667,53,45.95,153,136.8333333,10,1,0,0,4,3.5,1,0.5,1,1,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0.38,0.31,0.06,0.07,0,0,0,0.04,0,0
9/19/16,269,242.25,464.5,426.1111111,442,409.4833333,311.5,275.0166667,11,9.333333333,32,27.5,69,67,60,54.30555556,4,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.39,0.3,0.06,0.08,0.0025,0.0025,0,0.03,0.0025,0.0025
9/20/16,306.3333333,272.3762821,493,446.8653846,424.3333333,380.425,242.5,208.9833333,26.5,26.5,24.5,21.45,410.8333333,360.5666667,276,236.8333333,1,1,0,0,1,1,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39,0.28,0.05,0.08,0.005,0.005,0,0.05,0.005,0.005
9/21/16,192.5,184.6666667,307,292.9166667,352.5,321.4333333,200.5,174.6666667,20.5,20,19,18,73.5,65.5,48.5,47,3,3,0,0,43,38.83333333,208,191.9833333,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.41,0.26,0.05,0.08,0.005,0.005,0,0.04,0.005,0.005
9/22/16,179,162.5178571,206,180.5238095,335.5,296.25,379.5,342.75,54.5,50.54166667,54.5,45.08333333,21,20.33333333,14,13.16666667,1,1,0,0,5,4,28,25.83333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0.26,0.05,0.08,0.005,0.005,0,0.04,0.005,0.005
9/23/16,213.5,204.1666667,462.5,436.2,342,301.697619,425,373.7690476,25.5,24.16666667,18.5,17.83333333,16,13.66666667,6,4.5,0,0,1,1,4,4,8,8,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0.26,0.05,0.08,0.005,0.005,0,0.04,0.005,0.005
9/24/16,273,251.4460317,281,252.6130952,3762,3334.196032,937.5,822.2035714,23,18.33333333,26,22.65833333,35,27.91666667,12,11.375,1,1,0,0,26.5,23.25793651,22,22,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0.26,0.05,0.08,0.005,0.005,0,0.04,0.005,0.005
9/25/16,142.5,124.2222222,365,317.8333333,1083.5,957.7388889,797.5,701.9166667,39,30.08888889,8,6.366666667,19,18,10,8.333333333,1,1,0,0,17,15,36.5,34.5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0.26,0.05,0.08,0.005,0.005,0,0.04,0.005,0.005
9/26/16,46,42.92857143,97.5,93,207.5,200.9166667,177.5,164.6547619,5,4.5,1,1,2,2,8,7.5,0,0,0,0,1.5,1.5,3,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0.26,0.05,0.08,0.005,0.005,0,0.04,0.005,0.005
9/27/16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0.26,0.05,0.08,0.005,0.005,0,0.04,0.005,0.005
9/28/16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39,0.3,0.06,0.08,0,0,0,0.03,0,0
9/29/16,83.83333333,77.66666667,115.5,111.4166667,82.83333333,76.83333333,68.5,66.75,7,7,19,19,1.333333333,1.333333333,0,0,0,0,0,0,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39,0.3,0.06,0.08,0,0,0,0.03,0,0
9/30/16,373,340.4583333,301.5,274.9583333,181.5,170.7666667,138.5,127.15,12.5,12.125,17,15.54166667,3,3,2,2,0,0,0,0,6,6,9,9,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.39,0.3,0.06,0.08,0,0,0,0.03,0,0
10/1/16,404,362.35,414,376.4277778,122,112.8611111,86.5,79.58333333,7,7,17,14.77777778,14,13.5,7,4.5,1,1,0,0,1,0.5,6.5,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39,0.3,0.06,0.08,0,0,0,0.03,0,0
10/2/16,1302.5,1184.694444,1310,1161.013889,197,172.6666667,133,118.8333333,19,16.33333333,43,39.79166667,20.5,18.83333333,11,9.833333333,1,1,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39,0.3,0.06,0.08,0,0,0,0.03,0,0
10/3/16,829.5,756.7166667,837,755.6666667,150.5,127.9166667,104,89.58333333,21.5,19,39,33.86666667,7,7,6.5,5.75,7,7,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0.39,0.3,0.06,0.08,0,0,0,0.03,0,0
10/4/16,762.5,699.7714286,957,857.6952381,161.5,148.6166667,115.5,106.9166667,59,53.83333333,26.5,26,3,3,8,6.166666667,7,7,6,6,1,1,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39,0.3,0.06,0.08,0,0,0,0.03,0,0
10/5/16,2533,2195.089286,2786.5,2386.228571,233.5,194.5690476,364,286.6130952,28.5,24.83333333,47,39.33333333,4,3.5,2,1.333333333,1,1,5,5,1,1,0.5,0.5,6,5.5,5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0.39,0.3,0.06,0.08,0,0,0,0.03,0,0
10/6/16,968,884.375,1295,1172.758333,221.5,199.3583333,432.5,385.5583333,71,67.08333333,117,108.5833333,13,12.25,3,3,4,4,3.5,3.5,7,7,0,0,60.5,55.03333333,15,13.5,0,0,0,0,2,2,0,0,0,0,0,0,0.39,0.3,0.06,0.08,0,0,0,0.03,0,0
10/7/16,308.5,294,470.5,454.3333333,232,215.8333333,276,265.8333333,54.5,52.5,27.5,26.5,9,9,6,5.5,0,0,0,0,2,2,2,2,15,13.5,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0.26,0.04,0.08,0.005,0.005,0,0.06,0.005,0.005
10/8/16,404,380.5,642.5,588.2666667,451.5,422.2,286,262.5,43.5,41.83333333,13.5,12.7,5,4,2,2,0,0,4,4,0,0,2,2,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0.26,0.04,0.08,0.005,0.005,0,0.06,0.005,0.005
10/9/16,251,237.7857143,482,447.2261905,157,144.6666667,327,299.8214286,20,20,9,9,35,33,35,35,0,0,7,6.5,1,1,2,2,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0.26,0.04,0.08,0.005,0.005,0,0.06,0.005,0.005
10/10/16,244,230.6666667,495,459.9166667,149.5,136.6666667,203,188.9166667,11.5,11,26.5,21.5,7,6.333333333,3.5,3.5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1.5,0,0,0,0,0,0,0.43,0.26,0.04,0.08,0.005,0.005,0,0.06,0.005,0.005
10/11/16,183.5,170.7833333,342.5,322.1,75.5,69.2,160.5,152.1666667,18.5,17.58333333,13,13,8.5,7.166666667,31,27,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,5,3.666666667,6,5.333333333,0,0,0,0,0.42,0.28,0.06,0.09,0,0,0,0.03,0,0
10/12/16,579,515.1166667,989.5,894.9583333,317,274.6333333,293,253.4583333,9,8,35,32.5,25.5,25.5,45.5,39.75,0,0,2,2,6,6,2,2,0,0,0,0,0,0,0,0,2,0.833333333,4.5,4.25,0,0,0,0,0.42,0.28,0.06,0.09,0,0,0,0.03,0,0
10/13/16,390,360.2492063,477,441.3174603,178.5,160.9166667,109.5,99.27777778,402.5,375.9722222,289.5,260.0166667,2,2,15.5,14.75,1,1,0,0,2,2,2,2,1,1,0,0,0,0,0,0,2,2,0.5,0.5,0,0,0,0,0.42,0.28,0.06,0.09,0,0,0,0.03,0,0
10/14/16,282,270.1666667,591.5,532.5333333,76,67.58333333,132.5,125.5,252.5,237.1666667,349,322.55,2,2,0.5,0.5,1,1,0,0,1,1,4,4,3,3,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0.47,0.29,0.06,0.07,0.0025,0.0025,0,0.04,0.0025,0.0025
10/15/16,256.5,241,901.5,843.4416667,132.8333333,117.9,48,44.16666667,231.3333333,210.0333333,222.5,200.125,3,3,0,0,0,0,0,0,0,0,2,2,0.333333333,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47,0.29,0.06,0.07,0.0025,0.0025,0,0.04,0.0025,0.0025
10/16/16,309,287.75,546,486.4166667,208,184.4166667,371,333.75,145,135.5,187,170.1666667,5,4,1,1,0,0,0,0,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47,0.29,0.06,0.07,0.0025,0.0025,0,0.04,0.0025,0.0025
10/17/16,276,250.7002165,336,315.7640693,135,120.5357143,214.5,201.7261905,38,34.83333333,59.5,55.72619048,8,7.071428571,7,6.142857143,0,0,0,0,1,1,1,1,3,3,0,0,0,0,0,0,2,1.5,0,0,0,0,0,0,0.47,0.29,0.06,0.07,0.0025,0.0025,0,0.04,0.0025,0.0025
10/18/16,204,195.75,347,318.1666667,72.5,67.16666667,111.5,106.9166667,52,51.5,23.5,23.5,8.5,8.5,4,3.5,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47,0.29,0.06,0.07,0.0025,0.0025,0,0.04,0.0025,0.0025
10/19/16,473.5,429.4343137,745,641.6073529,143,125.1666667,98,89.45833333,25.5,25,12,11.5,20.5,19.33333333,9,7,0,0,0,0,1,1,1,0.5,0,0,1,1,0,0,0,0,4.5,4,1,1,0,0,0,0,0.42,0.26,0.06,0.08,0.0025,0.0025,0,0.05,0.0025,0.0025
10/20/16,341,317.25,550.5,508.3333333,79,74.75,56.5,54.5,38.5,37.33333333,37,34.33333333,8,8,3,3,0,0,0,0,6,6,1,1,2,2,0,0,0,0,0,0,3.5,3.5,0,0,0,0,0,0,0.42,0.26,0.06,0.08,0.0025,0.0025,0,0.05,0.0025,0.0025
10/21/16,348.5,316.327193,626.5,571.8894737,62,52.61666667,32,30.25,39.5,34.08333333,46.5,43.5,26,24.83333333,7,6,0,0,0,0,7,7,1,1,2,2,4,3.5,0,0,0,0,3,3,0,0,0,0,0,0,0.42,0.26,0.06,0.08,0.0025,0.0025,0,0.05,0.0025,0.0025
10/22/16,298,290.5,318,289.372807,79,76,64,61.33333333,27,23.83333333,22,19.5,4,4,0,0,0,0,0,0,5,5,1,1,128,117.627193,19,16.83333333,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0.26,0.06,0.08,0.0025,0.0025,0,0.05,0.0025,0.0025
10/23/16,697,674.8333333,332.5,308,44,38.66666667,36,34.33333333,187,175.0833333,35,33.58333333,6,6,2.5,2.5,0,0,0,0,2,2,0,0,8,7,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0.42,0.26,0.06,0.08,0.0025,0.0025,0,0.05,0.0025,0.0025
10/24/16,329.3333333,307.8611111,511,464.8888889,47,44.33333333,60,55.5,182.6666667,171.5833333,297,269.9166667,29,25.83333333,26,22.75,1,1,0,0,1,1,3,3,3,2.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.27,0.07,0.11,0.0025,0.0025,0,0.03,0.0025,0.0025
10/25/16,423,395.5277778,823,771.9166667,81,78.75,55.5,52.08333333,73.5,67.41666667,99,90.19444444,7,6.5,9,7.611111111,2,2,0,0,1,1,1,1,1,1,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0.4,0.27,0.07,0.11,0.0025,0.0025,0,0.03,0.0025,0.0025
10/26/16,615.5,542.3553571,1389,1201.410119,180.5,154.4886905,140.5,120.5541667,35,32.625,59.5,55.86666667,14,13.2,14,13,1,1,2,2,4,2,0,0,0,0,1,1,0,0,0,0,4,3.5,0,0,0,0,1,1,0.4,0.27,0.07,0.11,0.0025,0.0025,0,0.03,0.0025,0.0025
10/27/16,416,355.3076923,471,439.0544872,96.5,92.33333333,68.5,59.87179487,25.5,24,45.5,39.43269231,10,9.5,2,1.5,9,8,18,17,3,3,1,1,2,2,1,1,0,0,0,0,2,2,2,2,0,0,0,0,0.4,0.27,0.07,0.11,0.0025,0.0025,0,0.03,0.0025,0.0025
10/28/16,141.5,137.5,164,157.5,50.5,48.83333333,71,67.16666667,31.5,31.5,28,28,6.5,6,3,3,22,21,25,24.5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0.27,0.04,0.08,0.0025,0.0025,0,0.05,0.0025,0.0025
10/29/16,152,143.1666667,179,167.8070175,64,60.33333333,166,162.75,16,14.5,64,62.5,3,1.833333333,1,1,70,59.25438596,52,47.35526316,1,1,0,0,0,0,2,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0.27,0.04,0.08,0.0025,0.0025,0,0.05,0.0025,0.0025
10/30/16,245,230.7222222,603,577.5833333,73,69.75,57,53.5,7,7,63,61.5,2,2,0,0,16,12.44444444,21,19.5,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0.27,0.04,0.08,0.0025,0.0025,0,0.05,0.0025,0.0025
10/31/16,282,264.0833333,615.5,584.6666667,41,35.75,78,74.5,19,18.5,13.5,13,1,1,2,2,4,4,9,8,0,0,2,2,1,1,1,0.5,0,0,0,0,2,2,0,0,0,0,0,0,0.41,0.27,0.06,0.1,0.0025,0.0025,0,0.04,0.0025,0.0025
11/1/16,290,277.1666667,438,424.3333333,49.5,47.5,89.5,84.33333333,2.5,2.5,17,15.66666667,3,3,4.5,4.5,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0.27,0.06,0.1,0.0025,0.0025,0,0.04,0.0025,0.0025
11/2/16,452,417.95,756,693.8,130.5,114.8166667,96,84.43333333,9.5,9.5,12,11.5,7,6.5,3,3,6,5.5,10,9.5,3,3,0,0,1,1,0,0,0,0,0,0,1,1,8,7.5,0,0,0,0,0.41,0.27,0.06,0.1,0.0025,0.0025,0,0.04,0.0025,0.0025
11/3/16,867.5,794.6190476,802.5,748.4642857,128.5,119,50.5,46.83333333,51,48.58333333,31,29.33333333,13,13,21,19.33333333,3,2.333333333,2,2,6,6,1,1,0,0,0,0,0,0,0,0,2,1.5,1,1,0,0,0,0,0.41,0.27,0.06,0.1,0.0025,0.0025,0,0.04,0.0025,0.0025
11/4/16,401.5,379.2777778,525.5,491.8055556,64.5,61.33333333,72.5,70.5,18,16.83333333,25,24.75,2,2,9,8.5,2,2,1,1,3,3,4,4,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.41,0.27,0.06,0.1,0.0025,0.0025,0,0.04,0.0025,0.0025
11/5/16,297.5,264.7,489.5,455.0083333,181.5,168.8333333,379,355.7916667,9.5,8.166666667,52.5,51,4.5,4.5,1,1,1,1,0,0,2,2,6,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0.27,0.06,0.1,0.0025,0.0025,0,0.04,0.0025,0.0025
11/6/16,651.5,596.8555556,723.5,629.0166667,169.5,156.1666667,253.5,230.6166667,19.5,17.53333333,29,26.7,0.5,0.5,2,2,0,0,9,6.388888889,2,2,3,3,0,0,0,0,0,0,0,0,2,1.5,15,10.72222222,0,0,0,0,0.41,0.27,0.06,0.1,0.0025,0.0025,0,0.04,0.0025,0.0025
11/7/16,134,128.5,110,104.5,11,11,15,14,7,7,3,3,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0.41,0.27,0.06,0.1,0.0025,0.0025,0,0.04,0.0025,0.0025
11/8/16,494,458.4358974,371,341.4102564,42.5,41.33333333,656.5,647.6666667,166.5,152.6666667,92,83.73717949,26,24.5,10.5,10.25,2,2,3,3,1,1,0,0,8,8,2,2,0,0,0,0,4,4,1,1,0,0,0,0,0.41,0.27,0.06,0.1,0.0025,0.0025,0,0.04,0.0025,0.0025
11/9/16,912.5,886.4444444,557,533.6944444,190.5,181,201.5,194.6944444,163,155.5833333,344.5,338.5833333,22,19.75,19,18.75,0,0,2,2,5,5,2,1.5,5,5,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0.41,0.27,0.06,0.1,0.0025,0.0025,0,0.04,0.0025,0.0025
11/10/16,588,556.3333333,421,396.8333333,74,70,88,85.33333333,99,94.75,109.5,105.5,5,3.75,14.5,14,0,0,0,0,2,2,2,2,2,2,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0.41,0.27,0.06,0.1,0.0025,0.0025,0,0.04,0.0025,0.0025
11/11/16,196.5,189.5,200.5,183.6333333,76.5,72.03333333,42.5,40.83333333,112,108.25,303.5,297.8333333,63,63,61,54.91666667,0,0,0.5,0.5,4,4,2,2,5,4.5,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0.42,0.33,0.05,0.1,0.0025,0.0025,0,0.03,0.0025,0.0025
11/12/16,335.5,320.4166667,188,170.5333333,100.5,94.66666667,101,96.25,64,62.7,551,540.9083333,37,32.2,50,44.325,0,0,3,3,8,8,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0.33,0.05,0.1,0.0025,0.0025,0,0.03,0.0025,0.0025
11/13/16,297.8333333,284,218.5,205,187.8333333,174.8333333,348,327.8333333,24,23,60.5,60.5,12.33333333,12.33333333,15,15,1,1,1,1,3,2.5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0.33,0.05,0.1,0.0025,0.0025,0,0.03,0.0025,0.0025
11/14/16,403.5,372.7,428.5,403.4166667,108.5,99.68333333,253.5,239.7,14.5,12.16666667,68.5,66.33333333,3,3,13,13,0,0,1,1,1,1,3,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.4,0.32,0.06,0.06,0,0,0,0.04,0,0
11/15/16,374,347.0814195,874.5,803.1326156,51,50.33333333,129.5,122.5526316,31,28.5,46,41.4,3,2.5,14,12.5,3,3,2,2,0,0,10,10,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0.41,0.29,0.06,0.07,0.0025,0.0025,0,0.03,0.0025,0.0025
11/16/16,360,323.7333333,804,735.1,155.5,137.8333333,114,102.25,18,16.41666667,38.5,35.16666667,5,4,13,12.5,4,4,1,1,5,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0.29,0.06,0.07,0.0025,0.0025,0,0.03,0.0025,0.0025
11/17/16,203.5,188.5488095,398.5,365.2178571,110.5,102.4833333,56.5,53.45833333,49.5,46.66666667,72,67.125,7.5,7.5,8,8,4,4,1,1,6,6,4,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.41,0.29,0.06,0.07,0.0025,0.0025,0,0.03,0.0025,0.0025
11/18/16,293.5,282.5606061,247.5,227.2077922,43,36.5952381,29.5,26.83333333,89.5,84.63636364,22,20.16666667,5,5,1,1,0,0,3,3,1,1,0,0,0,0,1,1,0,0,0,0,3,3,0,0,0,0,0,0,0.42,0.28,0.04,0.09,0.005,0.005,0,0.03,0.005,0.005
11/19/16,215,198.6941176,370,327.0970588,214,194.3666667,208,189.2,28,25.08333333,15.5,13.05882353,5,5,7.5,7.5,0,0,2,1,2,2,0,0,2,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0.42,0.28,0.04,0.09,0.005,0.005,0,0.03,0.005,0.005
11/20/16,148.5,143.5,157,151.6666667,85.5,80.33333333,53,48.5,15,15,20,20,1,1,4,4,1,0.333333333,3,1.666666667,2,2,1,1,0,0,7,7,0,0,0,0,0,0,2,2,0,0,0,0,0.42,0.28,0.04,0.09,0.005,0.005,0,0.03,0.005,0.005
11/21/16,586,549.9666667,697,605.5083333,106,94.5,148,137.525,6,6,26,20,5,5,3,3,2,1,0,0,1,1,1,1,1,1,3,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0.28,0.06,0.09,0,0,0,0.04,0,0
11/22/16,297.5,285.5595238,377.5,349.3666667,112.5,99.68333333,40,34.89047619,15,13.66666667,30,28.33333333,5,4.5,5.5,5.5,0,0,2,1,2,2,2,1.5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0.28,0.06,0.09,0,0,0,0.04,0,0
11/23/16,305.5,285.9166667,354.5,326.9166667,175,155.2,78.5,67.18333333,17,16,12,11.5,18,17.5,29.5,26.78333333,1,1,1,1,1,1,2,2,0,0,0,0,0,0,0,0,5,5,1,1,0,0,0,0,0.41,0.28,0.06,0.09,0,0,0,0.04,0,0
11/24/16,116.5,114.3333333,175,167.3333333,35,34.5,46.5,42.66666667,22,22,23,22,152.5,145.6666667,76.5,72.5,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0.28,0.06,0.09,0,0,0,0.04,0,0
11/25/16,152.3333333,146.3333333,289.1666667,270.3333333,53,50,34.5,32.16666667,21,21,47,45.83333333,162,157.8333333,146,134.5,1,1,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0,0,0,0,0.44,0.28,0.04,0.07,0.005,0.005,0,0.04,0.005,0.005
11/26/16,174,167.6666667,220,193.5,333,320.5,190.5,185,5,5,27,27,31,30.5,54,51.33333333,0,0,3,3,7,6.333333333,22.5,20.66666667,0,0,0,0,0,0,0,0,0,0,4,3.5,0,0,0,0,0.44,0.28,0.04,0.07,0.005,0.005,0,0.04,0.005,0.005
11/27/16,231,199.1071429,324,300.9761905,91.5,84.41666667,121.5,116.8333333,21,21,22,20.83333333,12.5,12.5,12,11.33333333,1,1,4,2,6,5.5,20.5,20.5,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0.44,0.28,0.04,0.07,0.005,0.005,0,0.04,0.005,0.005
